"county_fips","pop_hs_less","pop_hs","pop_college","pop_bs_more","pct_pop_hs_less","pct_pop_hs","pct_pop_college","pct_pop_bs_more","pop_poverty","pct_pop_poverty","med_house_inc","unemploy_rate","pop_labor_force","pop_employed","pop_unemployed"
18081,8059,31283,29384,32041,8,31,29.2,31.8,11784,7.7,69880,2.9,82164,79802,2362
18083,2885,8808,8851,4027,11.7,35.8,36,16.4,5447,15.7,48606,3.3,18898,18283,615
18085,7595,18426,14431,11879,14.5,35.2,27.6,22.7,6949,9,57367,2.6,42697,41567,1130
18087,8150,7291,4702,2333,36.3,32.4,20.9,10.4,3018,7.8,67498,2.5,20613,20098,515
18089,39031,114444,101349,72259,11.9,35,31,22.1,74864,15.7,55280,4.9,232368,220886,11482
18091,9041,30361,24036,13808,11.7,39.3,31.1,17.9,16212,15.7,52095,4.4,48027,45925,2102
18093,3688,13939,9519,4996,11.5,43.4,29.6,15.5,5629,12.5,53187,3.8,21152,20339,813
18095,10755,35132,27988,16174,11.9,39,31.1,18,20908,17,49522,3.9,59431,57126,2305
18097,88886,173635,169794,188718,14.3,28,27.3,30.4,160661,17.2,48409,3.5,490706,473574,17132
18099,4678,12010,7781,6293,15.2,39,25.3,20.5,5212,11.5,55766,3.2,23481,22735,746
18101,1025,3060,2051,953,14.5,43.2,28.9,13.4,1186,11.8,55444,2.7,5214,5071,143
18103,3618,10615,7566,3173,14.5,42.5,30.3,12.7,5172,16.1,47624,4,15892,15254,638
18105,6525,18205,20567,37962,7.8,21.9,24.7,45.6,28177,21.4,48883,3.6,69690,67180,2510
18107,2718,10707,7793,4687,10.5,41.3,30.1,18.1,4006,10.8,53700,3,19157,18575,582
18109,5912,19156,14730,8089,12.3,40,30.8,16.9,7339,10.6,66151,3.4,36392,35160,1232
18111,1442,4391,2987,1115,14.5,44.2,30.1,11.2,1418,10.3,53060,4.3,7117,6808,309
18113,4985,12780,9185,4481,15.9,40.7,29.2,14.3,4224,9.1,61341,2.9,23666,22972,694
18115,541,2005,1244,603,12.3,45.6,28.3,13.7,560,9.7,58022,3.5,3201,3089,112
18117,2259,6095,3501,1660,16.7,45.1,25.9,12.3,2979,15.6,44968,3.9,8597,8264,333
18119,2215,6364,4469,1883,14.8,42.6,29.9,12.6,2597,12.6,49731,4.4,9350,8943,407
18121,1580,5215,3754,1468,13.1,43.4,31.2,12.2,2406,15.7,49639,4,7169,6883,286
18123,1434,6388,3732,2028,10.6,47,27.5,14.9,2167,12.4,52332,3.7,9323,8979,344
18125,1119,3733,2699,1202,12.8,42.6,30.8,13.7,1345,11.1,54265,3.5,6140,5926,214
18127,7858,39600,34835,32394,6.9,34.5,30.4,28.2,14826,8.9,69298,3.8,86770,83434,3336
18129,1204,6898,6117,3722,6.7,38.4,34.1,20.7,2311,9.2,68162,2.8,13731,13343,388
18131,1040,4146,2531,1104,11.8,47,28.7,12.5,1494,12.2,49730,3.1,6528,6324,204
18133,2678,10860,7263,3984,10.8,43.8,29.3,16.1,3978,12.2,54718,3.8,16882,16245,637
18135,2286,7383,5203,2487,13.2,42.5,30,14.3,3322,13.6,46441,3.9,11614,11160,454
18137,2047,8359,5341,3480,10.6,43.5,27.8,18.1,3117,11.1,57436,3.6,14080,13573,507
18139,1770,5300,2955,1500,15.4,46,25.6,13,1760,10.7,53271,2.9,9038,8778,260
18141,20253,53751,50092,51236,11.6,30.7,28.6,29.2,35068,13.5,54674,3.6,136728,131857,4871
18143,2627,7226,4547,1954,16.1,44.2,27.8,11.9,3642,15.5,44913,3.9,10612,10197,415
18145,3679,13118,7971,5977,12,42.7,25.9,19.4,5065,11.6,57193,3.1,23195,22476,719
18147,1423,6465,4364,2143,9.9,44.9,30.3,14.9,1839,9.2,56862,3.3,10983,10623,360
18149,2515,6636,4924,1700,15.9,42.1,31.2,10.8,2512,11,49972,4.3,10484,10030,454
18151,2340,9048,7384,4879,9.9,38.3,31.2,20.6,3638,11,58295,2.7,20351,19809,542
18153,1675,6652,4942,1607,11.3,44.7,33.2,10.8,2513,13.7,47554,4.7,8616,8214,402
18155,1213,3495,1769,711,16.9,48.6,24.6,9.9,1873,17.7,47713,3.9,5096,4898,198
18157,8638,26092,30267,39360,8.3,25,29,37.7,32114,18.1,52269,3.2,97693,94612,3081
18159,1267,4480,2651,2507,11.6,41.1,24.3,23,1250,8.4,60896,2.8,9238,8979,259
18161,573,2413,1188,849,11.4,48,23.7,16.9,742,10.7,50300,3.1,3671,3556,115
18163,12694,40163,38332,32555,10.3,32.5,31,26.3,26349,15.1,50500,3.2,95249,92211,3038
18165,1065,4850,3596,1469,9.7,44.2,32.8,13.4,2306,15.2,49287,5.5,7169,6774,395
18167,8236,22265,21677,16918,11.9,32.2,31.4,24.5,18824,19.2,48335,4.4,49142,46989,2153
18169,2539,9222,5954,3997,11.7,42.5,27.4,18.4,3631,12.4,51487,3.5,14901,14381,520
18171,497,2541,1732,1109,8.5,43.2,29.5,18.9,796,9.8,60596,3.2,4219,4083,136
18173,2967,13321,13586,12541,7,31.4,32,29.6,4373,7.1,75534,2.9,33148,32176,972
18175,2967,8387,5327,2535,15.4,43.6,27.7,13.2,3703,13.4,44534,3.5,13767,13282,485
18177,6050,17383,13946,8312,13.2,38,30.5,18.2,10094,16,45130,3.6,31319,30193,1126
18179,1675,7525,6220,3406,8.9,40,33,18.1,2344,8.5,60010,2.8,14396,13991,405
18181,1897,6908,5084,2805,11.4,41.4,30.5,16.8,2025,8.5,58380,3.1,13639,13220,419
18183,1699,9240,7469,4854,7.3,39.7,32.1,20.9,2377,7.1,67758,2.9,17645,17141,504
19000,166709,648137,679510,587017,8,31.1,32.6,28.2,342574,11.2,60071,2.5,1686840,1644280,42560
19001,295,2204,1825,790,5.8,43.1,35.7,15.4,667,9.7,54282,2.4,4116,4018,98
19003,160,1056,1006,478,5.9,39.1,37.3,17.7,460,12.7,51577,1.9,2119,2078,41
19005,1196,3770,2930,1792,12.3,38.9,30.2,18.5,1581,11.7,53359,3.1,7366,7140,226
19007,815,3303,3276,1523,9.1,37,36.7,17.1,1864,15.2,44298,3.3,5856,5662,194
19009,421,1657,1457,602,10.2,40.1,35.2,14.6,589,11,51210,2.4,3116,3040,76
19011,1085,6420,6167,3999,6.1,36.3,34.9,22.6,2000,7.9,62799,2.7,13356,12995,361
19013,7270,25266,27185,23964,8.7,30.2,32.5,28.6,20811,16.3,52320,2.8,68953,67044,1909
19015,1054,5965,6871,4578,5.7,32.3,37.2,24.8,2274,8.8,63099,2.1,14816,14499,317
19017,623,5277,5474,4952,3.8,32.3,33.5,30.3,1547,6.6,74646,2,13845,13564,281
19019,821,5433,4835,2875,5.9,38.9,34.6,20.6,2224,10.6,59724,2.6,11185,10899,286
19021,2840,3762,3658,2506,22.2,29.5,28.7,19.6,1932,10.2,52683,2.1,11349,11108,241
19023,760,3928,3893,1823,7.3,37.8,37.4,17.5,1290,9,57971,2.7,7833,7618,215
19025,418,2557,2677,1371,6,36.4,38.1,19.5,1023,11.3,54865,2.5,4290,4182,108
19027,892,5013,4823,3070,6.5,36.3,35,22.2,1576,8,60531,1.9,10811,10609,202
19029,1109,3568,2891,1849,11.8,37.9,30.7,19.6,1594,12.6,50356,2.7,7098,6908,190
19031,665,4667,4670,2981,5.1,35.9,36,23,1391,7.6,67597,2.4,10759,10499,260
19033,2118,9449,12138,6942,6.9,30.8,39.6,22.7,4316,10.4,51939,2.6,23298,22691,607
19035,615,2968,2907,1766,7.4,35.9,35.2,21.4,1032,9.4,56312,2.2,5943,5815,128
19037,645,3627,2650,1412,7.7,43.5,31.8,16.9,1019,8.6,64190,2.7,6407,6234,173
19039,684,2601,1939,1063,10.9,41.4,30.8,16.9,1036,11.2,52541,2.8,4801,4665,136
19041,745,3906,4210,2584,6.5,34.1,36.8,22.6,1531,9.7,56338,3.2,8583,8310,273
19043,1113,5502,3848,2166,8.8,43.6,30.5,17.2,1627,9.4,53968,3.2,10133,9812,321
19045,2924,12170,11389,6235,8.9,37.2,34.8,19.1,5727,12.5,51317,3.2,22606,21878,728
19047,2481,4021,3234,1428,22.2,36,29,12.8,2072,12.3,54828,3.4,8122,7846,276
19049,2562,9851,15319,27049,4.7,18,28,49.4,4687,5.2,87267,1.7,47653,46835,818
19051,937,1888,1614,1145,16.8,33.8,28.9,20.5,1130,12.7,54830,2.7,4251,4138,113
19053,550,1828,1342,1143,11.3,37.6,27.6,23.5,1458,20.3,41101,2.2,4322,4225,97
19055,1030,5102,3742,1964,8.7,43.1,31.6,16.6,1521,9,61342,2.1,10411,10196,215
19057,2321,9033,10517,5636,8.4,32.8,38.2,20.5,4887,12.7,51805,3.3,19450,18816,634
19059,535,3558,4609,3972,4.2,28.1,36.4,31.3,1330,7.8,55603,3.2,9865,9554,311
19061,4911,21282,18703,19669,7.6,33,29,30.5,10555,11.3,60367,2.4,55213,53880,1333
19063,615,2155,2390,1305,9.5,33.3,37,20.2,993,11.2,51497,2.7,5292,5147,145
19065,1096,5375,4619,2740,7.9,38.9,33.4,19.8,2203,11.7,50893,3,10572,10259,313
19067,1167,3700,3842,2170,10.7,34,35.3,19.9,1762,11.4,53811,2.7,8806,8569,237
19069,672,2566,2629,1264,9.4,36,36.9,17.7,984,9.9,59367,2.1,5783,5660,123
19071,375,1790,1862,960,7.5,35.9,37.3,19.3,686,10,54658,1.9,3704,3635,69
19073,399,2486,2136,1265,6.3,39.5,34,20.1,1073,12.1,51861,2.3,5400,5278,122
19075,500,2660,3047,2417,5.8,30.8,35.3,28,819,6.8,65060,2.5,6544,6382,162
19077,539,2904,2594,1486,7.2,38.6,34.5,19.8,1198,11.4,60306,2.6,5570,5426,144
19079,691,3319,3985,2560,6.5,31.4,37.8,24.3,1230,8.4,56738,2.7,6936,6749,187
19081,511,2827,2612,1787,6.6,36.5,33.8,23.1,902,8.5,60859,2.3,5974,5836,138
19083,1013,4169,4550,2397,8.4,34.4,37.5,19.8,1594,9.9,55303,2.8,8248,8013,235
19085,813,3758,3464,1862,8.2,38,35,18.8,1347,9.7,60044,2.2,7291,7130,161
19087,967,5149,4815,2744,7.1,37.7,35.2,20.1,2020,11,55856,2.5,9580,9343,237
19089,613,2575,2186,942,9.7,40.8,34.6,14.9,921,10.2,53500,2.5,5180,5049,131
19091,520,2401,2368,1393,7.8,35.9,35.4,20.8,911,9.7,60166,2.5,5180,5050,130
19093,315,1845,1743,917,6.5,38.3,36.2,19,693,10.3,60312,2,4091,4011,80
19095,696,4222,4145,2142,6.2,37.7,37,19.1,1177,7.4,64188,2.1,10407,10192,215
19097,1046,5705,4313,2568,7.7,41.9,31.6,18.8,2123,11.1,54663,2.8,10932,10631,301
19099,1623,11010,8682,4634,6.3,42.4,33.5,17.9,3633,10.2,60378,2.6,19266,18760,506
19101,935,3540,4263,4030,7.3,27.7,33.4,31.6,2740,16.3,46715,2.4,9203,8984,219
19103,4100,13985,22501,45730,4.7,16.2,26.1,53,22536,15.8,64387,1.9,85186,83551,1635
19105,1212,5809,4905,2697,8.3,39.7,33.5,18.4,2223,11.4,55405,3,10484,10172,312
19107,534,2948,2376,1304,7.5,41.2,33.2,18.2,1258,12.5,52122,2.9,5088,4941,147
19109,597,3993,4084,1944,5.6,37.6,38.5,18.3,1477,10.1,55486,2,8514,8342,172
19111,1913,10007,8682,3829,7.8,41,35.5,15.7,4758,14.6,48241,4,15996,15358,638
19113,7943,40304,51481,49199,5.3,27.1,34.6,33,20652,9.4,64878,2.8,119524,116211,3313
19115,1393,2812,2402,1096,18.1,36.5,31.2,14.2,1183,10.7,49585,2.6,6075,5916,159
19117,429,2465,2026,1010,7.2,41.6,34.2,17,1290,15.1,49956,2,4467,4378,89
19119,719,2776,2490,1626,9.4,36.5,32.7,21.4,806,6.9,69048,1.5,6949,6842,107
19121,554,3868,3776,2569,5.1,35.9,35.1,23.9,1127,7,74794,3.2,8397,8132,265
19123,1317,5799,4478,3334,8.8,38.8,30,22.3,2639,12.4,56492,2.5,11695,11406,289
19125,1431,7665,6814,5702,6.6,35.5,31.5,26.4,2938,9.2,63491,2,17849,17486,363
19127,4362,9093,8156,5065,16.4,34.1,30.6,19,4340,11.3,59552,4.4,18008,17210,798
19129,676,3562,3620,2442,6.6,34.6,35.1,23.7,1257,8.6,64271,2.1,7307,7156,151
19131,737,2908,2363,1288,10.1,39.9,32.4,17.7,955,9.2,59558,1.9,5732,5625,107
19133,488,2541,2302,1067,7.6,39.7,36,16.7,1171,13.9,50530,2.8,4456,4333,123
19135,639,2173,1644,885,12,40.7,30.8,16.6,885,11.6,56541,2.9,3898,3784,114
19137,700,2621,2505,1232,9.9,37.1,35.5,17.5,1360,13.9,49966,2.4,4923,4803,120
19139,3544,9908,8817,6283,12.4,34.7,30.9,22,4973,11.8,58465,2.6,21734,21159,575
19141,738,3650,3314,1910,7.7,38,34.5,19.9,1231,9.1,53147,2,8111,7950,161
19143,468,1648,1387,772,10.9,38.5,32.4,18.1,559,9.4,60627,1.9,3512,3444,68
19145,1014,3854,3888,2374,9.1,34.6,34.9,21.3,1858,13.5,54313,2.5,6377,6217,160
19147,410,1816,2473,1569,6.5,29,39.5,25,834,9.7,55322,2.2,4895,4788,107
19149,1180,5664,6391,3528,7,33.8,38.1,21,1999,8.1,66360,1.9,14786,14507,279
19151,426,1916,1893,729,8.6,38.6,38.1,14.7,731,11.1,55865,1.8,4311,4232,79
19153,26653,77890,95824,113109,8.5,24.8,30.6,36.1,47499,9.9,68479,2.5,264356,257650,6706
19155,6653,20861,22180,13396,10.5,33.1,35.2,21.2,10760,11.8,56337,2.3,47848,46733,1115
19157,846,4531,3676,3028,7,37.5,30.4,25.1,1795,10.6,56170,2.3,10435,10193,242
19159,268,1351,1140,715,7.7,38.9,32.8,20.6,684,14.3,48754,2.8,2524,2454,70
19161,521,2606,2433,1441,7.4,37.2,34.8,20.6,1063,11.2,56698,2.4,5273,5148,125
19163,8215,34749,36288,37088,7.1,29.9,31.2,31.9,21030,12.4,59865,3,86878,84311,2567
19165,665,2976,2895,1719,8.1,36.1,35.1,20.8,893,7.9,58862,2,6651,6519,132
19167,1885,6450,6449,5785,9.2,31.4,31.4,28.1,2069,6.3,70162,1.8,20433,20069,364
19169,1474,9002,14101,25714,2.9,17.9,28,51.1,16410,18.9,57464,1.6,57756,56840,916
19171,1053,4654,4045,1875,9.1,40,34.8,16.1,1896,11.4,56954,3,9509,9228,281
19173,422,1691,1559,642,9.8,39.2,36.1,14.9,782,12.8,47781,2,3227,3163,64
19175,829,3078,3122,1461,9.8,36.3,36.8,17.2,1601,13.4,49887,3.5,6375,6149,226
19177,505,2048,1758,710,10.1,40.8,35,14.1,917,13.1,47905,2.7,3666,3567,99
19179,2904,8591,8258,4322,12.1,35.7,34.3,18,5032,14.7,48226,3.4,17604,17002,602
19181,1397,9806,10861,10241,4.3,30.4,33.6,31.7,3502,7.1,78192,2.3,27637,27007,630
19183,1336,5888,4537,3214,8.9,39.3,30.3,21.5,1905,8.8,65849,2.3,12123,11840,283
19185,484,1951,1361,566,11.1,44.7,31.2,13,817,13,46725,2.7,2769,2693,76
19187,2274,8433,9181,4857,9.2,34.1,37.1,19.6,4586,13.7,52093,3.3,19109,18487,622
19189,591,2398,2604,1612,8.2,33.3,36.1,22.4,912,9.1,54433,2.6,4979,4850,129
19191,716,4397,4332,3989,5.3,32.7,32.2,29.7,1755,9.8,61807,2.7,11775,11460,315
19193,8688,21064,20583,15047,13.3,32.2,31.5,23,13835,13.8,60059,2.5,55149,53777,1372
19195,380,1962,2107,819,7.2,37.2,40,15.5,717,9.8,58587,2.7,4162,4049,113
19197,725,3187,3404,1573,8.2,35.9,38.3,17.7,1321,10.6,54802,2.6,6451,6284,167
20000,175719,492819,603061,623076,9.3,26,31.8,32.9,336892,11.9,58150,3.4,1482220,1432387,49833
20001,697,2918,3222,1757,8.1,34,37.5,20.4,2269,18.9,44423,4,6313,6059,254
20003,454,2161,1682,913,8.7,41.5,32.3,17.5,1015,13.1,50646,3.5,4133,3989,144
20005,761,3785,3311,2208,7.6,37.6,32.9,21.9,2326,15.5,49332,4.6,6985,6662,323
20007,280,1151,1265,605,8.5,34.9,38.3,18.3,564,12.8,47634,2.6,2396,2334,62
20009,2052,5856,6822,3319,11.4,32.4,37.8,18.4,3673,14.5,49991,3.3,13413,12970,443
20011,846,2948,3802,1972,8.8,30.8,39.7,20.6,2261,16,41807,4.2,7120,6822,298
20013,484,2355,2278,1425,7.4,36,34.8,21.8,1264,13.3,47529,3,5353,5190,163
20015,3250,11557,16109,12644,7.5,26.5,37,29,6184,9.6,65953,3.5,31938,30833,1105
20017,185,503,741,394,10.1,27.6,40.6,21.6,254,10.3,50981,2.6,1484,1445,39
20019,310,870,855,411,12.7,35.6,35,16.8,553,17.2,41129,4,1417,1360,57
20021,1535,4674,5071,2661,11,33.5,36.4,19.1,3246,16.5,44475,3.8,10046,9669,377
20023,124,577,708,503,6.5,30.2,37,26.3,322,12.4,43274,2.4,1313,1282,31
20025,91,389,487,445,6.4,27.5,34.5,31.5,254,13.1,51235,2.4,1065,1039,26
20027,397,1688,2044,1542,7,29.8,36,27.2,839,10.7,52681,3.2,3791,3669,122
20029,520,1855,2335,1367,8.6,30.5,38.4,22.5,1320,16,44467,3.5,3784,3651,133
20031,394,1948,2160,1337,6.7,33.4,37,22.9,868,10.7,58371,4.8,4030,3836,194
20033,92,418,528,237,7.2,32.8,41.4,18.6,186,11.2,46818,2.5,882,860,22
20035,2370,7201,9136,4718,10.1,30.7,39,20.1,5109,15.4,47864,3.4,16735,16161,574
20037,2122,6598,7759,6880,9.1,28.2,33.2,29.5,6547,17.7,43852,4,18746,17996,750
20039,188,702,763,507,8.7,32.5,35.3,23.5,378,13.6,44774,3,1251,1213,38
20041,1226,4397,4590,2893,9.4,33.5,35,22.1,2006,10.9,50605,3.5,9142,8821,321
20043,505,1824,1756,980,10,36,34.7,19.3,955,13.3,50949,3.5,4181,4033,148
20045,3066,12342,18581,34502,4.5,18,27.1,50.4,19181,17,57120,3.1,65199,63204,1995
20047,329,571,820,375,15.7,27.3,39.1,17.9,317,11.3,46962,2.4,1512,1475,37
20049,250,764,595,284,13.2,40.4,31.4,15,434,17.7,37360,3.3,1165,1126,39
20051,1273,4617,5480,6079,7.3,26.5,31.4,34.8,3303,12,53840,2.4,16868,16466,402
20053,400,1544,1675,925,8.8,34,36.9,20.4,622,11.9,50261,2.8,2722,2646,76
20055,6275,4676,6959,3686,29.1,21.7,32.2,17.1,4740,13.2,56206,2.5,20404,19890,514
20057,5830,5085,5918,3605,28.5,24.9,29,17.6,3818,11.6,56052,2.6,17186,16743,443
20059,1261,6615,5812,3315,7.4,38.9,34.2,19.5,2337,9.3,58033,3.6,14029,13526,503
20061,1109,4853,8590,4072,6,26.1,46.1,21.9,3263,10.3,50856,4.8,11492,10941,551
20063,167,650,670,436,8.7,33.8,34.8,22.7,291,11.4,49626,2.2,1436,1405,31
20065,168,665,569,499,8.8,35,29.9,26.2,307,12.5,41906,3.2,1121,1085,36
20067,1201,1264,1368,697,26.5,27.9,30.2,15.4,788,10.9,61614,2.8,3340,3245,95
20069,867,843,1280,795,22.9,22.3,33.8,21,447,7.5,65771,2,3437,3369,68
20071,100,227,228,227,12.8,29,29.2,29,135,11.3,51606,2,855,838,17
20073,375,1544,1670,877,8.4,34.6,37.4,19.6,861,14.5,43083,3.6,3205,3089,116
20075,354,555,385,288,22.4,35.1,24.3,18.2,365,14.1,51559,2,1637,1605,32
20077,377,1576,1311,674,9.6,40,33.3,17.1,766,14.3,45570,2.9,2748,2669,79
20079,2048,5958,7602,7027,9,26.3,33.6,31,3411,10.4,57934,3.2,16864,16319,545
20081,769,466,851,405,30.9,18.7,34.2,16.3,413,10.5,60808,2.2,2211,2163,48
20083,123,271,542,371,9.4,20.7,41.5,28.4,210,11.7,54058,2.5,991,966,25
20085,496,3522,3064,1921,5.5,39.1,34,21.3,1375,10.5,56330,3,7217,7001,216
20087,858,5350,4121,2899,6.5,40.4,31.2,21.9,1411,7.6,69246,3.3,10167,9836,331
20089,132,932,763,372,6,42.4,34.7,16.9,420,15,44271,2.8,1287,1251,36
20091,16315,56713,102989,217617,4.1,14.4,26.2,55.3,32334,5.5,87087,2.9,336677,326954,9723
20093,617,634,752,378,25.9,26.6,31.6,15.9,478,12.4,63248,2.4,2083,2034,49
20095,315,1675,2005,1273,6,31.8,38.1,24.2,786,11.1,56005,3.2,3409,3299,110
20097,168,454,550,453,10.3,27.9,33.8,27.9,286,12.1,64399,2.4,1306,1275,31
20099,1663,4517,5210,2462,12,32.6,37.6,17.8,3129,16,44571,4,10272,9862,410
20101,50,367,461,242,4.5,32.8,41.2,21.6,159,10.3,59240,2.8,796,774,22
20103,4384,15510,17068,17127,8.1,28.7,31.6,31.7,7925,10.6,70807,3.6,36546,35216,1330
20105,137,686,849,488,6.3,31.8,39.3,22.6,375,12.7,44439,2.5,1684,1642,42
20107,744,2615,2342,1086,11,38.5,34.5,16,1244,12.9,47153,5.9,4448,4187,261
20109,159,565,859,338,8.3,29.4,44.7,17.6,253,9.1,50267,2.2,1670,1634,36
20111,2326,6163,6020,5460,11.6,30.9,30.1,27.3,5142,16.1,47982,3.5,16617,16030,587
20113,1681,5272,6767,5600,8.7,27.3,35,29,2881,10.5,58017,2.6,16312,15893,419
20115,754,2549,2884,2068,9.1,30.9,34.9,25.1,1075,9.6,51712,3.1,6041,5853,188
20117,505,2981,2125,1282,7.3,43.2,30.8,18.6,1068,11.2,51066,2.6,5442,5299,143
20119,481,796,914,552,17.5,29,33.3,20.1,376,9.4,67220,2.1,2291,2243,48
20121,955,7220,8043,6200,4.3,32.2,35.9,27.7,2603,7.9,71770,3.6,17469,16840,629
20123,179,1366,1581,1056,4.3,32.7,37.8,25.3,669,11.4,51514,2.3,3426,3348,78
20125,2502,6455,9201,4051,11.3,29.1,41.4,18.2,5998,19.5,42479,4.3,14834,14194,640
20127,402,1493,1324,812,10,37,32.8,20.1,620,11.4,49287,2.8,2985,2902,83
20129,265,580,715,322,14.1,30.8,38,17.1,286,11.1,53785,3.3,1169,1131,38
20131,436,2575,1998,1624,6.6,38.8,30.1,24.5,898,9.1,59567,2.3,5499,5373,126
20133,910,3374,4242,2217,8.5,31.4,39.5,20.6,2271,14.8,46176,4.9,6010,5716,294
20135,197,731,831,409,9.1,33.7,38.3,18.9,291,10.5,51757,2.8,1329,1292,37
20137,424,1467,1479,636,10.6,36.6,36.9,15.9,670,14.6,47252,2.1,2746,2687,59
20139,968,4299,3663,2039,8.8,39.2,33.4,18.6,1953,12.5,53864,3.8,7945,7641,304
20141,193,899,909,598,7.4,34.6,35,23,434,12.9,46101,2.6,2004,1951,53
20143,240,1500,1402,963,5.8,36.5,34.2,23.5,577,10.2,56451,2.9,3005,2918,87
20145,618,1492,1978,949,12.3,29.6,39.3,18.8,787,14.2,47039,3.2,2940,2847,93
20147,278,1357,1282,836,7.4,36.2,34.2,22.3,646,12.4,47405,2.5,2800,2729,71
20149,787,4357,4644,5149,5.3,29.2,31.1,34.5,1907,8,69975,2.8,12278,11935,343
20151,485,1541,2436,1748,7.8,24.8,39.2,28.1,1074,12,52567,2.8,4952,4815,137
20153,96,565,730,465,5.2,30.4,39.3,25.1,316,12.9,46638,2.1,1467,1436,31
20155,5247,12061,17042,8881,12.1,27.9,39.4,20.5,7266,12.3,49341,3.6,29916,28841,1075
20157,169,1131,1333,855,4.8,32.4,38.2,24.5,502,11,48566,2.7,2401,2335,66
20159,574,1805,2453,1463,9.1,28.7,39,23.2,1221,13.8,51686,2.9,5287,5132,155
20161,1601,7013,11825,17403,4.2,18.5,31.2,46,13273,20.7,47057,2.9,35429,34407,1022
20163,358,1123,1249,862,10,31.3,34.8,24,550,11.2,47365,3.2,2522,2441,81
20165,252,609,883,525,11.1,26.8,38.9,23.1,417,13.8,44121,2.7,1660,1615,45
20167,538,1420,1893,1349,10.3,27.3,36.4,25.9,932,13.7,45879,3,3352,3252,100
20169,3419,11501,12420,9701,9.2,31,33.5,26.2,5812,11,53961,3.1,30094,29170,924
20171,506,922,971,794,15.8,28.9,30.4,24.9,373,7.8,63790,2,2858,2801,57
20173,35357,86432,106544,102042,10.7,26.2,32.2,30.9,67722,13.4,56381,3.8,246605,237249,9356
20175,4164,4008,3459,1459,31.8,30.6,26.4,11.1,3216,15.1,50671,3.3,9554,9239,315
20177,9572,37674,36044,37093,8,31.3,29.9,30.8,24062,13.9,53612,3.5,91125,87941,3184
20179,99,607,730,390,5.4,33.2,40,21.4,297,11.9,50553,2.3,1398,1366,32
20181,295,1280,1674,768,7.3,31.9,41.7,19.1,790,13.7,45966,2.8,2894,2812,82
20183,185,1010,1038,527,6.7,36.6,37.6,19.1,431,12.2,41899,2.5,1946,1897,49
20185,279,884,1059,697,9.6,30.3,36.3,23.9,549,13.4,47835,2.7,1952,1899,53
20187,247,410,440,262,18.2,30.2,32.4,19.3,223,11.5,60136,2.6,1010,984,26
20189,719,1028,1409,440,20,28.6,39.2,12.2,588,10.7,58817,2.8,2655,2580,75
20191,1213,5346,5628,3477,7.7,34.1,35.9,22.2,3016,13.4,56946,3.5,10784,10403,381
20193,243,1276,2209,1275,4.9,25.5,44.2,25.5,727,9.9,55345,2.6,4230,4120,110
20195,140,642,839,478,6.7,30.6,40,22.8,316,11.6,48520,3.2,1381,1337,44
20197,228,1636,1766,1105,4.8,34.6,37.3,23.3,548,8.1,59744,3.2,3648,3533,115
20199,73,298,388,339,6.6,27.1,35.3,30.9,194,13.1,51350,2.6,819,798,21
20201,362,1461,1273,788,9.3,37.6,32.8,20.3,655,12.4,48104,2.7,2927,2847,80
20203,209,435,532,314,14,29.2,35.7,21.1,247,11.9,59800,2.2,1265,1237,28
20205,770,2140,2297,878,12.7,35.2,37.7,14.4,1307,15.4,45697,4.4,4001,3825,176
20207,275,851,894,314,11.8,36.5,38.3,13.5,502,16.1,43894,4.3,1594,1525,69
20209,21680,33783,30238,18048,20.9,32.6,29.1,17.4,30035,18.4,47084,4.8,77858,74105,3753
21000,429573,991791,873037,709603,14.3,33,29.1,23.6,723053,16.7,50189,4.3,2061622,1972312,89310
21001,2813,5066,3072,2125,21.5,38.7,23.5,16.3,4269,23.8,37392,5.1,7246,6879,367
21003,2704,5610,3814,2067,19,39.5,26.9,14.6,3601,17.3,44624,3.7,8969,8633,336
21005,1714,5599,4826,3093,11.3,36.8,31.7,20.3,2239,10,60908,3.6,11951,11520,431
21007,837,2135,1940,756,14.8,37.7,34.2,13.3,1197,15.3,47658,6.9,3583,3335,248
21009,5084,12349,7487,4757,17.1,41.6,25.2,16,8284,19.2,42439,4.4,19141,18293,848
21011,1878,3454,1864,1015,22.9,42.1,22.7,12.4,2495,20.4,44183,6.7,4648,4335,313
21013,5832,7392,4204,1713,30.5,38.6,22,8.9,7998,31.3,29362,6.3,8513,7973,540
21015,6092,23606,28180,26756,7.2,27.9,33.3,31.6,8371,6.4,77696,3.4,70741,68362,2379
21017,2098,5232,4055,2647,15,37.3,28.9,18.9,3274,16.5,48614,4,9704,9317,387
21019,3933,11146,12289,6928,11.5,32.5,35.8,20.2,8229,18.3,48020,5.9,18099,17028,1071
21021,2561,6910,5791,4671,12.8,34.7,29.1,23.4,3962,14.8,47528,4.4,12612,12053,559
21023,854,2485,1533,775,15.1,44,27.1,13.7,918,11.3,56432,4.9,3851,3664,187
21025,2409,3364,2148,1323,26.1,36.4,23.2,14.3,4040,32.5,31182,7.3,3643,3377,266
21027,2486,6237,3717,1546,17.8,44.6,26.6,11.1,3761,18.8,47284,5.4,7990,7561,429
21029,6587,22840,17696,7812,12,41.6,32.2,14.2,7596,9.5,61022,4.1,42322,40596,1726
